,Himmelblau_solution_pso_0,Himmelblau_solution_de_0,Himmelblau_solution_ga_0,Himmelblau_solution_eso_0,Himmelblau_solution_pso_1,Himmelblau_solution_de_1,Himmelblau_solution_ga_1,Himmelblau_solution_eso_1,Himmelblau_solution_pso_2,Himmelblau_solution_de_2,Himmelblau_solution_ga_2,Himmelblau_solution_eso_2,Himmelblau_solution_pso_3,Himmelblau_solution_de_3,Himmelblau_solution_ga_3,Himmelblau_solution_eso_3,Himmelblau_solution_pso_4,Himmelblau_solution_de_4,Himmelblau_solution_ga_4,Himmelblau_solution_eso_4,Himmelblau_solution_pso_5,Himmelblau_solution_de_5,Himmelblau_solution_ga_5,Himmelblau_solution_eso_5,Himmelblau_solution_pso_6,Himmelblau_solution_de_6,Himmelblau_solution_ga_6,Himmelblau_solution_eso_6,Himmelblau_solution_pso_7,Himmelblau_solution_de_7,Himmelblau_solution_ga_7,Himmelblau_solution_eso_7,Himmelblau_solution_pso_8,Himmelblau_solution_de_8,Himmelblau_solution_ga_8,Himmelblau_solution_eso_8,Himmelblau_solution_pso_9,Himmelblau_solution_de_9,Himmelblau_solution_ga_9,Himmelblau_solution_eso_9,Himmelblau_solution_pso_10,Himmelblau_solution_de_10,Himmelblau_solution_ga_10,Himmelblau_solution_eso_10,Himmelblau_solution_pso_11,Himmelblau_solution_de_11,Himmelblau_solution_ga_11,Himmelblau_solution_eso_11,Himmelblau_solution_pso_12,Himmelblau_solution_de_12,Himmelblau_solution_ga_12,Himmelblau_solution_eso_12,Himmelblau_solution_pso_13,Himmelblau_solution_de_13,Himmelblau_solution_ga_13,Himmelblau_solution_eso_13,Himmelblau_solution_pso_14,Himmelblau_solution_de_14,Himmelblau_solution_ga_14,Himmelblau_solution_eso_14,Himmelblau_solution_pso_15,Himmelblau_solution_de_15,Himmelblau_solution_ga_15,Himmelblau_solution_eso_15,Himmelblau_solution_pso_16,Himmelblau_solution_de_16,Himmelblau_solution_ga_16,Himmelblau_solution_eso_16,Himmelblau_solution_pso_17,Himmelblau_solution_de_17,Himmelblau_solution_ga_17,Himmelblau_solution_eso_17,Himmelblau_solution_pso_18,Himmelblau_solution_de_18,Himmelblau_solution_ga_18,Himmelblau_solution_eso_18,Himmelblau_solution_pso_19,Himmelblau_solution_de_19,Himmelblau_solution_ga_19,Himmelblau_solution_eso_19,Himmelblau_solution_pso_20,Himmelblau_solution_de_20,Himmelblau_solution_ga_20,Himmelblau_solution_eso_20,Himmelblau_solution_pso_21,Himmelblau_solution_de_21,Himmelblau_solution_ga_21,Himmelblau_solution_eso_21,Himmelblau_solution_pso_22,Himmelblau_solution_de_22,Himmelblau_solution_ga_22,Himmelblau_solution_eso_22,Himmelblau_solution_pso_23,Himmelblau_solution_de_23,Himmelblau_solution_ga_23,Himmelblau_solution_eso_23,Himmelblau_solution_pso_24,Himmelblau_solution_de_24,Himmelblau_solution_ga_24,Himmelblau_solution_eso_24,Himmelblau_solution_pso_25,Himmelblau_solution_de_25,Himmelblau_solution_ga_25,Himmelblau_solution_eso_25,Himmelblau_solution_pso_26,Himmelblau_solution_de_26,Himmelblau_solution_ga_26,Himmelblau_solution_eso_26,Himmelblau_solution_pso_27,Himmelblau_solution_de_27,Himmelblau_solution_ga_27,Himmelblau_solution_eso_27,Himmelblau_solution_pso_28,Himmelblau_solution_de_28,Himmelblau_solution_ga_28,Himmelblau_solution_eso_28,Himmelblau_solution_pso_29,Himmelblau_solution_de_29,Himmelblau_solution_ga_29,Himmelblau_solution_eso_29
316,-29567.892543401562,-30567.21595021586,-29517.84765805917,-30659.389329125115,-30227.44601090294,-30460.711211299673,-29319.817934170962,-30579.959356839452,-30556.04035017526,-30579.3779300572,-29663.54353607427,-30629.03112833464,-30192.825870300374,-30437.76024241568,-29514.51950289656,-30658.18129075726,-30625.319818934884,-30583.594670483817,-29594.676626519606,-30227.114982874515,-30652.671938848987,-30581.973595496405,-29828.575552858078,-30653.628920858162,-30149.713927323843,-30335.784283902805,-29088.71558260262,-30555.98821512758,-29908.979964220685,-30614.366370922493,-29824.66066406537,-30661.41014813944,-29776.342183076085,-30476.31828946936,-28893.049030768503,-30632.84832163682,-29471.33714985449,-30360.26175472449,-29138.82739625916,-30606.21540770553,-30564.81866036019,-30450.103375091847,-29903.496645472555,-30503.940775245814,-29801.070773289815,-30587.69557001603,-29890.039459809723,-30645.53882059945,-29963.232223621624,-30627.418244785185,-30212.644031694592,-30314.60210201496,-30247.73169729117,-30531.255903905432,-28912.010031545233,-30115.120508225184,-30546.36676413248,-30298.33122876783,-29078.413887046474,-30639.372202600218,-30537.011139791393,-30009.07990647025,-29374.247300075644,-30411.024576687953,-29531.417097462792,-30635.032873059914,-29178.434110482332,-30657.386785694303,-30309.857873639026,-30448.707854872817,-29392.028032971568,-30117.190309079644,-30642.668427799334,-30562.368073289832,-29593.086898429596,-30298.7213011748,-30552.68405185941,-30411.268777671554,-29623.258598239187,-30643.522840517217,-29805.996803693353,-30390.05383624479,-29449.657619261314,-30658.931440000335,-29919.595294863593,-30482.419267700287,-28821.839908248352,-30215.249592326312,-30513.261680874166,-30417.01233653436,-29388.8005482972,-30581.02041332309,-30395.8988891892,-30187.05828289756,-29714.776198892923,-30499.804713438672,-29582.69904016249,-30525.11796684222,-29063.75823105682,-30605.866741935504,-30652.283134728466,-30413.07260486425,-29106.422149346527,-30664.26452101143,-30515.87813529594,-30556.12737332345,-29122.44381728415,-30553.530070737535,-29964.937794454876,-30491.032074693634,-29165.251786880166,-30151.574709682733,-30145.075265871295,-30438.599306865766,-29745.579686097903,-30606.8559444125,-29535.042116131357,-30244.186055017788,-28879.78421619251,-30569.60008646742
317,-29567.892543401562,-30557.029265160294,-29517.849821184005,-30659.389329125115,-30227.446010903113,-30467.75418006801,-29319.817934170962,-30579.959356839452,-30556.042876982356,-30579.513117749542,-29663.54353607427,-30629.03112833464,-30192.825881734767,-30429.194579879477,-29514.519508363766,-30658.18129075726,-30625.319818934884,-30583.594670483817,-29594.675333873874,-30227.114982874515,-30652.67194541362,-30587.660421962257,-29828.5954033905,-30653.628920858162,-30149.714134341717,-30335.784283902805,-29088.715784240216,-30555.98821512758,-29909.020753840807,-30614.366370922493,-29824.660737121834,-30661.41014813944,-29776.34220582107,-30471.255499861552,-28893.049030768503,-30632.84832163682,-29471.33714985449,-30366.11121876978,-29138.82739625916,-30606.21540770553,-30564.818660498015,-30450.13255088551,-29903.496645472555,-30503.940775245814,-29801.070780146754,-30587.695775990804,-29890.0394769498,-30645.53882059945,-29963.237826682252,-30627.418244785185,-30212.644031694592,-30314.60210201496,-30247.73170697049,-30527.60442849017,-28920.181365207274,-30115.120508225184,-30546.366764251034,-30298.60379413356,-29078.413887046474,-30639.372202600218,-30537.011139791393,-30000.50090258297,-29374.247300075644,-30411.024576687953,-29531.417097922607,-30637.21970360939,-29178.434110482332,-30657.386785694303,-30310.128766097776,-30448.707854872817,-29392.028032971568,-30117.190309079644,-30642.668427799334,-30563.920011183174,-29593.086898429596,-30298.7213011748,-30552.68405185941,-30400.8300875867,-29623.258598239187,-30643.522840517217,-29806.11167905329,-30390.80768234466,-29449.657619261314,-30658.931440000335,-29919.595294863593,-30482.419267700287,-28833.045241775166,-30215.249592326312,-30513.261680875607,-30423.491054089543,-29388.80286598701,-30581.02041332309,-30395.898889230364,-30187.110374010765,-29714.776198892923,-30499.804713438672,-29582.69904059526,-30537.041159113593,-29063.75823105682,-30605.866741935504,-30652.283508234195,-30413.07260486425,-29106.422149346527,-30664.26452101143,-30515.878138286607,-30556.127236896045,-29122.44381728415,-30553.530070737535,-29964.938822490974,-30502.180865082657,-29165.251786880166,-30155.55433987125,-30145.62311339293,-30440.32293112167,-29745.579686097903,-30606.8559444125,-29535.042116246725,-30244.186467094733,-28879.78421619251,-30569.60008646742
318,-29567.892543401562,-30568.525162528127,-29517.849821184005,-30659.389329125115,-30227.44601090342,-30481.385699849332,-29319.817934170962,-30579.959356839452,-30556.05063180434,-30580.389151386258,-29663.54353607427,-30629.03112833464,-30192.825895024645,-30477.94432508418,-29514.519363565567,-30658.18129075726,-30625.319818934884,-30598.968295119004,-29594.675333873874,-30227.114982874515,-30652.671952032393,-30589.08860250047,-29828.5954033905,-30653.628920858162,-30149.714344718363,-30350.148201437296,-29088.715784240216,-30556.216217761947,-29909.06661445313,-30631.924710493553,-29824.660737121834,-30661.41014813944,-29776.342246662753,-30476.31828946936,-28893.049030768503,-30632.84832163682,-29471.33714985449,-30366.112488273084,-29138.82739625916,-30606.21540770553,-30564.81866088739,-30446.0115010781,-29903.51399287087,-30503.940775245814,-29801.070785915625,-30592.221154395706,-29890.0394769498,-30645.53882059945,-29963.24401771043,-30629.614922168694,-30212.644031694592,-30314.60210201496,-30247.731743463584,-30531.255903905432,-28920.181365207274,-30115.120508225184,-30546.366764251034,-30300.158486789212,-29078.413887046474,-30639.372202600218,-30537.011139791393,-30004.68305273243,-29374.247300075644,-30411.024576687953,-29531.417097922607,-30637.21977306072,-29178.434124166728,-30657.386785694303,-30310.299333028033,-30448.60544667685,-29392.028032971568,-30117.190309079644,-30642.668427799334,-30574.893541170626,-29593.087279798645,-30298.7213011748,-30552.686525600504,-30440.74936792917,-29623.25867297549,-30643.522840517217,-29806.20358291602,-30390.80768234466,-29449.657619261314,-30658.931440000335,-29919.595294881692,-30477.666633995526,-28833.045241775166,-30215.249592326312,-30513.261680879146,-30436.312808141378,-29388.80290532641,-30581.02041332309,-30395.898889230364,-30177.334549218496,-29714.776198892923,-30499.804713438672,-29582.699041458203,-30523.512154820062,-29063.75823105682,-30605.866741935504,-30652.283875565277,-30406.153343042082,-29106.422149346527,-30664.26452101143,-30515.878139054876,-30555.840085115728,-29122.44381728415,-30553.530070737535,-29964.942674958827,-30502.185504545778,-29165.251786880166,-30155.55433987125,-30146.061333979334,-30440.32293112167,-29745.579686097903,-30606.8559444125,-29535.042116246725,-30244.186467094733,-28879.78421619251,-30569.60008646742
319,-29567.892543401562,-30568.525162528127,-29517.85002279633,-30659.389329125115,-30227.44601090342,-30481.387808168558,-29319.817934170962,-30579.959356839452,-30556.056835652053,-30579.754829003476,-29663.54353607427,-30629.03112833464,-30192.825903538593,-30497.411214495813,-29514.519363565567,-30658.18129075726,-30625.319818934884,-30598.968295119004,-29594.675333873874,-30227.114982874515,-30652.67196017896,-30582.259971061834,-29828.5954033905,-30653.628920858162,-30149.714410510365,-30350.148201437296,-29088.715784240216,-30556.216217761947,-29909.127402442668,-30614.366370922493,-29824.660737121834,-30661.41014813944,-29776.3422715282,-30475.944435428843,-28893.049030768503,-30632.84832163682,-29471.33714985449,-30359.223686796275,-29138.82796120873,-30606.21540770553,-30564.818661612397,-30450.13255088551,-29903.51399287087,-30503.940775245814,-29801.070785915625,-30589.104208230157,-29890.0394769498,-30645.53882059945,-29963.248970536493,-30629.653600108344,-30212.644031694592,-30314.60210201496,-30247.731743463584,-30531.255903905432,-28920.181365207274,-30115.120508225184,-30546.366764251034,-30299.89685099833,-29078.413887046474,-30639.372202600218,-30537.011139863775,-30016.474300931455,-29374.247300075644,-30411.024576687953,-29531.417097922607,-30636.241571379756,-29178.434137264674,-30657.386785694303,-30310.49539053643,-30448.707854872817,-29392.029144901433,-30117.190309079644,-30642.668427832537,-30563.920011183174,-29593.461602652093,-30302.265897241876,-30552.722272306644,-30440.74936792917,-29623.258673138287,-30644.556035649883,-29806.30231224725,-30390.05383624479,-29449.657619261314,-30658.931440000335,-29919.595294922925,-30478.764626747274,-28833.399207880895,-30215.249592326312,-30513.261680879834,-30435.05986016665,-29388.80290532641,-30581.02041332309,-30395.898889230364,-30187.171950531607,-29715.46667681034,-30499.804713438672,-29582.69904253432,-30523.512154820062,-29063.783701236258,-30605.866741935504,-30652.284302928245,-30413.07260486425,-29106.422149346527,-30664.26452101143,-30515.878139054876,-30555.840085115728,-29122.44381728415,-30553.530070737535,-29964.942674958827,-30479.399660009643,-29165.251786880166,-30155.55433987125,-30146.880441455876,-30434.533972402678,-29753.137549901894,-30606.8559444125,-29535.04211625026,-30244.186467094733,-28879.7842735574,-30569.60008646742
320,-29567.89254340165,-30503.13954495037,-29525.43186911311,-30659.389329125115,-30227.446010903488,-30461.868971798758,-29319.817934170962,-30579.959356839452,-30556.05924757248,-30579.571315248933,-29663.54587863723,-30629.03112833464,-30192.825917497532,-30485.96321408001,-29514.519363565567,-30658.18129075726,-30625.319818934884,-30598.968295119004,-29594.675333873874,-30227.114982874515,-30652.6719618524,-30589.08860250047,-29828.912332731234,-30653.628920858162,-30149.7146524246,-30335.855607223373,-29088.715784240216,-30556.216217761947,-29909.216077448636,-30631.93199391931,-29824.660737121834,-30661.41014813944,-29776.3422715282,-30476.31828946936,-28893.049030768503,-30632.84832163682,-29471.33714985449,-30360.26175472449,-29138.82739625916,-30606.21540770553,-30564.818662713762,-30449.78872201491,-29904.17760396011,-30503.940775245814,-29801.070785915625,-30587.695775990804,-29890.03964263723,-30645.53882059945,-29963.252932799594,-30628.373693327514,-30212.644031694592,-30314.60210201496,-30247.73176874531,-30531.255903905432,-28920.181365207274,-30115.120508225184,-30546.366764295522,-30298.233719926116,-29078.413887046474,-30639.372202600218,-30537.011139863775,-30016.474300931455,-29374.247300075644,-30411.024576687953,-29531.417098234586,-30635.699288380616,-29178.434137264674,-30657.386785694303,-30310.596654008674,-30447.88717227508,-29392.029144901433,-30117.190309079644,-30642.668427832537,-30563.920011183174,-29593.747888755086,-30302.265897241876,-30552.72967340964,-30440.74936792917,-29623.258673138287,-30644.556035649883,-29806.483932701165,-30390.80768234466,-29449.659387931715,-30658.931440000335,-29919.595294922925,-30483.01540826574,-28833.399207880895,-30215.249592326312,-30513.261680880387,-30435.439795463848,-29388.80290532641,-30581.02041332309,-30395.89888936291,-30202.509211202083,-29715.46667681034,-30499.804713438672,-29582.699043395216,-30537.041159113593,-29063.783701236258,-30606.809347942628,-30652.28479648586,-30405.161338018646,-29106.422285513654,-30664.26452101143,-30515.878139054876,-30556.129893172238,-29122.44381728415,-30553.530070737535,-29964.943573466662,-30494.133409357,-29165.251786880166,-30155.55433987125,-30148.24930900028,-30438.599306865766,-29753.137554793393,-30606.8559444125,-29535.042116290944,-30244.168301184058,-28879.7842735574,-30569.60008646742
321,-29567.89254340165,-30568.525162528127,-29525.43186911311,-30659.389329125115,-30227.44601090368,-30481.387808168558,-29319.81795900216,-30579.959356839452,-30556.05924757248,-30580.604109578104,-29663.54587863723,-30629.03112833464,-30192.825917497532,-30497.411214495813,-29514.519363565567,-30658.18129075726,-30625.319818934884,-30595.64563403444,-29594.675333873874,-30227.114982874515,-30652.671972989512,-30583.612556833792,-29828.912332731234,-30653.628920858162,-30149.714676890915,-30350.164629062863,-29088.71586937609,-30556.216217761947,-29909.216077448636,-30618.046244889287,-29824.660737121834,-30661.41014813944,-29776.3422715282,-30466.733599608568,-28893.049030768503,-30632.84832163682,-29471.33714985449,-30365.333460801132,-29138.82739625916,-30606.21540770553,-30564.81866302264,-30450.686961331427,-29904.194951358426,-30503.940775245814,-29801.070789946803,-30585.514681181812,-29890.03964263723,-30645.53882059945,-29963.254450654924,-30629.228968157444,-30212.644031694592,-30314.60210201496,-30247.731809109704,-30531.255903905432,-28920.181365207274,-30115.120508225184,-30546.366764295522,-30298.63548314331,-29078.413887046474,-30639.372202600218,-30537.011139870425,-30016.474300931455,-29374.247300075644,-30411.024576687953,-29531.417098234586,-30636.24152433442,-29178.434150949073,-30657.386785694303,-30310.7766472163,-30448.740920265423,-29392.029144901433,-30117.190309079644,-30642.668427832537,-30550.390700737422,-29593.748270095566,-30302.265897241876,-30552.73559429202,-30386.729514092243,-29623.29888720427,-30644.556035649883,-29806.629231657702,-30390.05383624479,-29449.659387931715,-30658.931440000335,-29919.595294930863,-30481.7877839993,-28833.399207880895,-30215.249592326312,-30513.261680880827,-30436.312808141378,-29388.80290532641,-30581.02041332309,-30395.89888936291,-30202.509211202083,-29715.46667681034,-30499.804713438672,-29582.699044130473,-30525.08847152644,-29063.805238957742,-30606.809347942628,-30652.285139806343,-30406.153343042082,-29106.422285513654,-30664.26452101143,-30515.878139347784,-30551.866881417827,-29122.44381728415,-30553.530070737535,-29964.94506672629,-30493.126889230516,-29165.251786880166,-30155.55433987125,-30149.344176068902,-30440.322904362925,-29753.137554793393,-30606.8559444125,-29535.042116309953,-30244.331856534653,-28879.7842735574,-30569.60008646742
322,-29567.89254340165,-30565.805912118427,-29525.43186911311,-30659.389329125115,-30227.44601090368,-30474.197741751785,-29319.82535677392,-30579.959356839452,-30556.064257694325,-30580.604109578104,-29663.54587863723,-30629.03112833464,-30192.825921813157,-30498.133274659012,-29514.519363565567,-30658.18129075726,-30625.319818934884,-30591.960142801156,-29594.675333873874,-30227.114982874515,-30652.6719818992,-30594.967502135594,-29828.9123459876,-30653.628920858162,-30149.71478326473,-30335.85987855805,-29088.71586937609,-30556.216217761947,-29909.282726968228,-30614.366370922493,-29824.660737121834,-30661.41014813944,-29776.342291030385,-30464.71134100248,-28893.049030768503,-30632.84832163682,-29471.33714985449,-30365.333460801132,-29138.82739625916,-30606.21540770553,-30564.818663516853,-30450.13255088551,-29904.194951358426,-30503.940775245814,-29801.070789946803,-30589.10424544118,-29890.03964263723,-30645.53882059945,-29963.258614785904,-30631.798818841777,-30212.644031694592,-30314.60210201496,-30247.731809322093,-30530.89140803881,-28920.181365207274,-30116.462249750777,-30546.3667643687,-30299.89685099833,-29078.413887046474,-30639.372202600218,-30537.01113988304,-30002.036388860455,-29374.247300075644,-30411.024576687953,-29531.417098514845,-30637.21976553119,-29178.434150949073,-30657.386785694303,-30310.86594826185,-30448.816958103424,-29392.02966579089,-30117.190309079644,-30642.66842783973,-30574.893541170626,-29593.748270095566,-30302.265897241876,-30552.740330997913,-30411.268777671554,-29623.29888720427,-30644.556035649883,-29806.639752672094,-30390.73442673941,-29449.659387931715,-30658.931440000335,-29919.595294965435,-30479.842870433607,-28833.399207880895,-30215.249592326312,-30513.261680882202,-30430.593660432773,-29388.80290532641,-30581.02041332309,-30395.89888936291,-30202.566986005484,-29715.46667681034,-30499.804713438672,-29582.69904553651,-30523.512154820062,-29063.805238957742,-30606.809347942628,-30652.28552689464,-30411.88495794335,-29106.422285513654,-30664.26452101143,-30515.878139347784,-30559.52704732142,-29122.44381728415,-30553.530070737535,-29964.946261333513,-30491.4566563664,-29165.251786880166,-30155.55433987125,-30150.427684373317,-30440.322892364275,-29753.137554793393,-30606.8559444125,-29535.042116336037,-30244.33131112198,-28879.7842735574,-30569.60008646742
323,-29567.89254340165,-30568.840548617925,-29525.43186911311,-30659.389329125115,-30227.44601090369,-30481.387808168558,-29319.825628386865,-30579.959356839452,-30556.066340278987,-30580.39629486102,-29663.54587863723,-30629.03112833464,-30192.825928963073,-30426.74535885306,-29514.519363565567,-30658.18129075726,-30625.319818944154,-30598.968295119004,-29594.675333873874,-30227.114982874515,-30652.671989026952,-30594.631320291086,-29828.9123459876,-30653.628920858162,-30149.71504835264,-30350.164629062863,-29088.71586937609,-30556.216217761947,-29909.33333801064,-30612.996182784987,-29824.901553217198,-30661.41014813944,-29776.342291030385,-30474.78368037806,-28893.049030768503,-30632.84832163682,-29471.33714985449,-30369.170176182055,-29138.82739625916,-30606.21540770553,-30564.818664898397,-30450.13255088551,-29904.194951358426,-30503.940775245814,-29801.070789946803,-30592.221154395706,-29890.03964263723,-30645.53882059945,-29963.260399747858,-30631.270344643548,-30212.644031694592,-30314.60210201496,-30247.731839668857,-30530.541065048048,-28920.181365207274,-30116.462249750777,-30546.366764375554,-30300.158486789212,-29078.413887046474,-30639.372202600218,-30537.011139893133,-30019.466823393304,-29374.247300075644,-30411.024576687953,-29531.417098514845,-30634.93912016738,-29178.434150949073,-30657.386785694303,-30311.112235554367,-30448.540923298133,-29392.02966579089,-30117.190309079644,-30642.668427849505,-30563.920011183174,-29593.841867541174,-30302.265897241876,-30552.754038629082,-30457.889625754622,-29623.29888720427,-30644.556035649883,-29806.839808030076,-30390.80768234466,-29449.65941210222,-30658.931440000335,-29919.59529502265,-30481.787697510787,-28833.399207880895,-30215.249592326312,-30513.261680884476,-30431.142569894328,-29388.80290532641,-30581.02041332309,-30395.89888936291,-30187.171950531607,-29715.520235990763,-30499.804713438672,-29582.699046661335,-30540.818326363617,-29063.805238957742,-30606.809347942628,-30652.285863856738,-30411.88495794335,-29106.422285513654,-30664.26452101143,-30515.878139347784,-30559.52704732142,-29122.44381728415,-30553.530070737535,-29964.94721701898,-30494.135161112114,-29165.251786880166,-30155.55433987125,-30151.395099500627,-30440.32293112167,-29753.137554793393,-30606.8559444125,-29535.0421163569,-30244.186055017788,-28879.7842735574,-30569.60008646742
324,-29567.89254340165,-30512.85601673284,-29525.44740819,-30659.389329125115,-30227.44601090395,-30481.387808168558,-29319.825653218068,-30579.959356839452,-30556.07358700702,-30580.604109578104,-29663.54587863723,-30629.03112833464,-30192.82592954721,-30498.133274659012,-29514.519363565567,-30658.18129075726,-30625.319818944154,-30600.14793921054,-29594.675333873874,-30227.114982874515,-30652.671994729153,-30594.967502135594,-29828.9123459876,-30653.628920858162,-30149.715097062268,-30350.14341040082,-29088.71586937609,-30556.274878476674,-29909.44655037219,-30631.935907536463,-29824.901553217198,-30661.41014813944,-29776.342291030385,-30474.909956904838,-28893.049030768503,-30632.84832163682,-29471.33714985449,-30359.983381896745,-29138.827421617625,-30606.21540770553,-30564.818666003637,-30450.709462897994,-29904.194951358426,-30503.940775245814,-29801.070789946803,-30589.10424544118,-29890.03964263723,-30645.53882059945,-29963.263153161908,-30629.728969847085,-30212.644031694592,-30314.60210201496,-30247.731850272845,-30529.79261826547,-28920.181365207274,-30129.121413129455,-30546.366764375554,-30300.158486789212,-29078.413887046474,-30639.372202600218,-30537.01113990121,-30016.474300931455,-29374.247300075644,-30411.024576687953,-29531.417098514845,-30637.21977306072,-29178.434156305542,-30657.386785694303,-30311.120275229725,-30448.57750696964,-29392.02966579089,-30117.190309079644,-30642.668427857323,-30576.53156978275,-29593.862367255224,-30302.265897241876,-30552.770778272796,-30386.605257994117,-29623.29888720427,-30644.556035649883,-29806.924986742568,-30390.80768234466,-29449.65941210222,-30658.931440000335,-29919.595295081173,-30481.7877839993,-28833.747377849897,-30215.249592326312,-30513.26168088629,-30436.07258628256,-29388.80290532641,-30581.02041332309,-30395.898889428237,-30187.171950531607,-29715.520235990763,-30499.804713438672,-29582.699047561193,-30525.11796684222,-29063.805238957742,-30606.809347942628,-30652.286266473504,-30411.88495794335,-29106.422285513654,-30664.26452101143,-30515.878139347784,-30559.5265873768,-29122.44381728415,-30553.530070737535,-29964.94806665594,-30502.185504545778,-29165.251786880166,-30155.55433987125,-30152.86333069936,-30440.32293112167,-29753.137554793393,-30606.8559444125,-29535.042116457786,-30244.332171661976,-28879.78435257293,-30569.60008646742
325,-29567.89254340165,-30567.436813974316,-29525.44740819,-30659.389329125115,-30227.446010904212,-30479.399523484237,-29319.825653218068,-30579.959356839452,-30556.07358700702,-30580.604109578104,-29663.54587863723,-30629.03112833464,-30192.825934878303,-30489.649551751972,-29514.519363565567,-30658.18129075726,-30625.319818944154,-30598.968295119004,-29594.675333873874,-30227.114982874515,-30652.671999290913,-30589.08860250047,-29828.9123459876,-30653.628920858162,-30149.715514708427,-30335.877463858076,-29088.716644560627,-30556.274878476674,-29909.537120215475,-30631.935907536463,-29824.901553217198,-30661.41014813944,-29776.342291030385,-30475.016104877242,-28893.049030768503,-30632.84832163682,-29471.337151679527,-30360.26175472449,-29138.827421617625,-30606.21540770553,-30564.81866613018,-30443.342628598017,-29904.194951358426,-30503.940775245814,-29801.070789946803,-30589.10424544118,-29890.03964263723,-30645.53882059945,-29963.26806081693,-30631.798818841777,-30212.644031694592,-30314.60210201496,-30247.73186762783,-30531.026254283206,-28920.18142203348,-30129.121413129455,-30546.366764375554,-30299.91854347875,-29078.413887046474,-30639.372202600218,-30537.01113990767,-30009.07990647025,-29374.247300075644,-30411.024576687953,-29531.417098656682,-30635.69938081526,-29178.434156305542,-30657.386785694303,-30311.40403564579,-30448.873987788622,-29392.02966579089,-30117.190309079644,-30642.668427863577,-30576.02807510961,-29593.973233739325,-30302.265897241876,-30552.78752651099,-30384.369241298267,-29632.47421356652,-30644.556035649883,-29806.924986742568,-30390.73442673941,-29449.65941210222,-30658.931440000335,-29919.59529516036,-30479.473678387993,-28833.74741867304,-30215.249592326312,-30513.261680887746,-30436.312808141378,-29388.80290532641,-30581.02041332309,-30395.898889574284,-30202.566986005484,-29715.520235990763,-30499.804713438672,-29582.699048281083,-30540.834568288592,-29063.805238957742,-30606.809347942628,-30652.286441729113,-30430.694267767285,-29106.42251697757,-30664.26452101143,-30515.878139687204,-30556.561800279902,-29122.44490171897,-30553.530070737535,-29964.949701967646,-30494.63204637718,-29165.253741250082,-30155.55433987125,-30154.291953392938,-30440.32293112167,-29753.138254277772,-30606.8559444125,-29535.042116457786,-30244.332171661976,-28879.78435257293,-30569.60008646742
326,-29567.89254340165,-30568.840548617925,-29525.44740819,-30659.389329125115,-30227.446010904423,-30481.387808168558,-29319.825653218068,-30579.959356839452,-30556.07358700702,-30579.572170673564,-29663.54587863723,-30629.03112833464,-30192.82593914318,-30477.21064354321,-29514.519363565567,-30658.18129075726,-30625.31981894771,-30600.19913388858,-29594.675333873874,-30227.114982874515,-30652.67200345133,-30583.616643682897,-29828.91263863801,-30653.628920858162,-30149.715584215006,-30335.877463858076,-29088.716644560627,-30556.274878476674,-29909.609576060688,-30631.94332039945,-29824.901553217198,-30661.41014813944,-29776.342291030385,-30475.016104877242,-28893.049030768503,-30632.84832163682,-29471.337154996138,-30369.16090711201,-29138.827421617625,-30606.21540770553,-30564.81866694214,-30450.709462897994,-29904.194951358426,-30503.940775245814,-29801.070789946803,-30592.221154395706,-29890.03964263723,-30645.53882059945,-29963.281837900213,-30631.798818841777,-30212.890093453832,-30314.60210201496,-30247.73190086565,-30531.053487718196,-28920.18142203348,-30164.30098581219,-30546.366764375554,-30299.983809409812,-29078.413887046474,-30639.372202600218,-30537.011139912836,-30016.474300931455,-29374.247300075644,-30411.024576687953,-29531.417098656682,-30635.69938081526,-29178.434156305542,-30657.386785694303,-30311.40403564579,-30450.340718994452,-29392.02966579089,-30117.190309079644,-30642.66842786858,-30562.61072962021,-29593.973233739325,-30302.265897241876,-30552.803080642898,-30401.328470282308,-29632.47421356652,-30644.556035649883,-29806.96615174807,-30390.70920448081,-29450.197320151146,-30658.931440000335,-29919.595295212508,-30479.842870433607,-28833.74741867304,-30215.249592326312,-30513.261680887746,-30436.69503858489,-29388.80290532641,-30581.02041332309,-30395.898889691118,-30202.566986005484,-29715.521741667042,-30499.804713438672,-29582.69904890384,-30540.834568288592,-29063.80785835196,-30607.527833800585,-30652.28695674811,-30406.153343042082,-29106.42251697757,-30664.26452101143,-30515.878139811124,-30556.561800279902,-29122.44490171897,-30553.530070737535,-29964.949701967646,-30502.185504545778,-29165.253741250082,-30155.55433987125,-30154.50984465205,-30438.599306865766,-29753.138254277772,-30606.8559444125,-29535.042116457786,-30244.399648319704,-28879.78435257293,-30569.60008646742
